,timestamp,open,high,low,close,volume
123,2010-11-30,22.29,22.29,22.29,22.29,0
124,2010-10-29,22.29,22.29,22.29,22.29,0
125,2010-09-30,22.29,22.29,22.29,22.29,0
126,2010-08-31,22.29,22.29,22.29,22.29,0
127,2010-07-30,22.29,22.29,22.29,22.29,0
128,2010-06-30,22.29,22.29,22.29,22.29,0
129,2010-05-28,22.29,22.29,22.29,22.29,0
130,2010-04-30,22.29,22.29,22.29,22.29,0
131,2010-03-31,22.29,22.29,22.29,22.29,0
132,2010-02-26,22.29,22.29,22.29,22.29,0
133,2010-01-29,22.29,22.29,22.29,22.29,0
134,2009-12-31,22.29,22.29,22.29,22.29,0
135,2009-11-30,22.29,22.29,22.29,22.29,0
136,2009-10-30,22.29,22.29,22.29,22.29,0
137,2009-09-30,22.29,22.29,22.29,22.29,0
138,2009-08-31,22.29,22.29,22.29,22.29,0
139,2009-07-31,22.29,22.29,22.29,22.29,0
140,2009-06-30,22.29,22.29,22.29,22.29,0
141,2009-05-29,22.29,22.29,22.29,22.29,0
142,2009-04-30,22.29,22.29,22.29,22.29,0
143,2009-03-31,22.29,22.29,22.29,22.29,0
144,2009-02-27,22.29,22.29,22.29,22.29,0
145,2009-01-30,22.29,22.29,22.29,22.29,0
146,2008-12-31,22.29,22.29,22.29,22.29,0
147,2008-11-28,22.29,22.29,22.29,22.29,0
148,2008-10-31,22.29,22.29,22.29,22.29,0
149,2008-09-30,22.29,22.29,22.29,22.29,0
150,2008-08-29,22.29,22.29,22.29,22.29,0
151,2008-07-31,22.29,22.29,22.29,22.29,0
152,2008-06-30,22.29,22.29,22.29,22.29,0
153,2008-05-30,22.29,22.29,22.29,22.29,0
154,2008-04-30,22.29,22.29,22.29,22.29,0
155,2008-03-31,22.29,22.29,22.29,22.29,0
156,2008-02-29,22.29,22.29,22.29,22.29,0
157,2008-01-31,22.29,22.29,22.29,22.29,0
158,2007-12-31,22.29,22.29,22.29,22.29,0
159,2007-11-30,22.29,22.29,22.29,22.29,0
160,2007-10-31,22.29,22.29,22.29,22.29,0
161,2007-09-28,22.29,22.29,22.29,22.29,0
162,2007-08-31,22.29,22.29,22.29,22.29,0
163,2007-07-31,22.29,22.29,22.29,22.29,0
