,timestamp,open,high,low,close,volume
43,2017-07-31,32.4,33.13,28.75,32.05,7758501
44,2017-06-30,26.95,32.5,26.75,32.3,7366248
45,2017-05-31,30.0,31.95,26.85,26.95,8812482
46,2017-04-28,30.75,31.8,28.1,29.8,7163676
47,2017-03-31,29.0,31.55,28.25,30.65,6582930
48,2017-02-28,29.05,29.4,27.75,28.75,4682356
49,2017-01-31,37.45,37.9,28.375,29.1,7499067
50,2016-12-30,34.7,38.8,34.35,36.85,3890832
51,2016-11-30,30.9,35.7,29.4,34.5,3682639
52,2016-10-31,31.11,32.45,29.2001,30.7,6688475
53,2016-09-30,33.48,34.47,30.63,31.27,3423425
54,2016-08-31,34.67,35.11,33.12,33.46,3010587
55,2016-07-29,33.0,36.77,32.09,34.73,4023815
56,2016-06-30,33.61,33.94,30.5,33.04,4865697
57,2016-05-31,34.21,34.565,31.09,33.77,3207246
58,2016-04-29,31.71,35.31,29.39,34.04,4327562
59,2016-03-31,28.76,32.1,28.4,31.82,3946242
60,2016-02-29,26.55,29.25,25.64,28.53,5690626
61,2016-01-29,27.38,29.49,22.46,26.7,6625366
62,2015-12-31,28.57,28.95,26.29,27.82,2863244
63,2015-11-30,27.27,29.645,27.02,28.36,2793359
64,2015-10-30,26.41,28.98,25.3,27.21,4125146
65,2015-09-30,29.36,31.01,26.005,26.41,4454448
66,2015-08-31,30.18,31.87,29.06,29.75,4388262
67,2015-07-31,26.41,31.78,25.76,30.19,7070352
68,2015-06-30,25.19,27.33,24.62,26.34,4270182
69,2015-05-29,24.2,26.03,24.13,25.1,3274705
70,2015-04-30,27.46,28.25,23.33,24.22,4514387
71,2015-03-31,26.86,28.27,25.305,27.64,3996449
72,2015-02-27,27.2,28.3,26.46,26.83,4158343
73,2015-01-30,31.2,32.63,26.25,27.22,6720684
74,2014-12-31,29.58,31.24,28.97,30.97,3053449
75,2014-11-28,28.3,29.99,27.53,29.61,3570211
76,2014-10-31,22.79,28.62,22.58,28.3,6489860
77,2014-09-30,25.29,26.0,22.79,22.8,3653889
78,2014-08-29,22.91,25.69,22.53,25.23,3721200
79,2014-07-31,24.77,26.84,22.08,22.92,4965068
80,2014-06-30,23.57,25.69,22.83,24.74,4706400
81,2014-05-30,24.24,25.23,23.1296,23.44,4053000
82,2014-04-30,25.53,27.63,22.99,24.28,5393800
83,2014-03-31,24.85,26.13,24.03,25.45,7434800
84,2014-02-28,25.27,26.0,24.2,25.13,3974000
85,2014-01-31,30.38,31.52,24.51,25.24,7761900
86,2013-12-31,30.78,30.9,28.01,30.42,2898900
87,2013-11-29,26.6,31.09,26.01,30.9,3434600
88,2013-10-31,27.87,29.28,23.88,26.64,9598300
89,2013-09-30,26.44,28.69,25.3,27.87,6621000
90,2013-08-30,30.65,31.16,25.98,26.07,3892300
91,2013-07-31,29.08,31.25,28.3,30.37,4854800
92,2013-06-28,31.47,32.76,26.76,28.8,6582600
93,2013-05-31,29.18,32.78,28.48,31.37,4374100
94,2013-04-30,32.85,33.36,27.98,29.28,8165200
95,2013-03-28,27.82,33.18,27.07,32.92,6568700
96,2013-02-28,29.15,29.71,26.26,27.94,5550100
97,2013-01-31,26.33,30.0,26.26,28.91,8961000
98,2012-12-31,29.21,29.3,23.78,25.71,7863100
99,2012-11-30,29.45,30.29,27.2101,29.01,6850100
100,2012-10-31,22.04,30.05,21.48,29.41,10853100
101,2012-09-28,22.07,25.3,21.68,21.92,4805500
102,2012-08-31,20.63,23.1,19.77,22.08,4379900
103,2012-07-31,19.91,22.47,19.54,20.63,8213700
104,2012-06-29,22.04,23.39,18.0,19.93,13432700
105,2012-05-31,23.25,24.1414,21.09,22.51,6628000
106,2012-04-30,25.22,25.6,20.7,23.2,9224400
107,2012-03-30,25.46,28.3701,23.59,25.32,7831200
108,2012-02-29,23.88,26.9,23.57,25.25,5646100
109,2012-01-31,23.77,25.49,22.5,23.6,6329900
110,2011-12-30,20.28,24.4,20.19,23.71,7231700
111,2011-11-30,19.08,20.5,17.08,20.3,6576600
112,2011-10-31,13.43,22.18,12.3,19.8,8236600
113,2011-09-30,17.12,17.28,13.17,13.61,6244500
114,2011-08-31,18.72,20.04,14.03,17.19,11033900
115,2011-07-29,21.25,22.32,17.65,18.4,5524300
116,2011-06-30,23.16,23.35,18.5,21.29,6913100
117,2011-05-31,24.24,24.46,21.79,23.27,3816700
118,2011-04-29,22.0,25.37,21.58,24.09,6205400
119,2011-03-31,22.17,23.83,21.38,21.9,6390500
120,2011-02-28,22.63,23.98,21.48,22.05,4178800
121,2011-01-31,20.31,25.05,19.01,22.4,8649300
122,2010-12-31,17.03,21.42,16.63,20.01,4349100
123,2010-11-30,15.23,17.27,14.62,16.49,4630400
124,2010-10-29,17.72,19.42,14.56,15.17,6257300
125,2010-09-30,13.82,17.77,13.7,17.46,5005800
126,2010-08-31,15.82,16.3,13.27,13.49,6643200
127,2010-07-30,14.13,17.44,12.35,15.34,8124500
128,2010-06-30,19.95,19.95,13.82,13.99,8322300
129,2010-05-28,20.43,21.61,17.98,20.2,7916600
130,2010-04-30,20.85,25.4,20.13,20.2,8899400
131,2010-03-31,16.02,22.0,15.85,20.63,12324500
132,2010-02-26,14.6,16.35,13.96,15.96,5019500
133,2010-01-29,13.58,15.91,12.995,14.49,6781600
134,2009-12-31,11.78,14.4,11.78,13.42,6340300
135,2009-11-30,12.48,12.9,11.0,11.61,7559300
136,2009-10-30,16.45,16.96,12.31,12.46,11258400
137,2009-09-30,15.46,17.62,12.79,16.5,9084600
138,2009-08-31,12.98,16.15,12.78,15.54,9217800
139,2009-07-31,10.52,13.13,9.9702,12.73,6001700
140,2009-06-30,13.0,13.95,9.9,10.36,7274500
141,2009-05-29,13.41,13.81,9.86,12.26,11001700
142,2009-04-30,11.03,14.47,10.6,13.45,10701100
143,2009-03-31,9.33,12.84,6.98,11.26,9392500
144,2009-02-27,11.24,12.43,9.19,9.54,8408900
145,2009-01-30,14.37,15.05,11.34,11.39,8681900
146,2008-12-31,13.4,16.52,11.51,14.37,12813000
147,2008-11-28,17.89,18.69,11.26,13.81,11335300
148,2008-10-31,27.76,28.9,17.04,17.89,17301300
149,2008-09-30,29.0,34.02,24.4,28.02,16057900
150,2008-08-29,25.01,29.17,23.55,27.14,9501300
151,2008-07-31,24.28,28.57,22.34,25.1,15981700
152,2008-06-30,28.08,28.3,24.48,24.6,9603900
153,2008-05-30,27.51,30.42,26.25,28.04,8220600
154,2008-04-30,28.95,31.37,26.5,27.47,12422900
155,2008-03-31,27.21,31.98,24.88,28.43,17185500
156,2008-02-29,30.79,31.6,26.46,27.24,9662200
157,2008-01-31,28.26,31.95,22.67,30.95,19916200
158,2007-12-31,28.75,30.03,25.87,28.5,7945400
159,2007-11-30,30.52,31.57,27.46,28.56,13204800
160,2007-10-31,32.56,35.41,30.06,30.86,13474900
161,2007-09-28,33.59,35.62,31.58,32.69,11270900
162,2007-08-31,33.91,36.55,31.57,33.6,18267800
163,2007-07-31,34.25,36.23,32.2,34.16,13554900
164,2007-06-29,36.41,37.0,34.0,34.25,8660100
165,2007-05-31,35.27,37.15,34.22,36.31,9520100
166,2007-04-30,34.73,38.16,33.98,35.3,11194000
167,2007-03-30,36.45,37.21,34.42,35.34,11850400
168,2007-02-28,37.68,39.56,36.73,36.83,9515300
169,2007-01-31,36.17,38.25,34.22,37.67,8497300
170,2006-12-29,35.35,36.99,34.45,36.11,7366900
171,2006-11-30,35.75,37.13,33.58,35.48,9456400
172,2006-10-31,34.65,38.63,34.35,35.62,11622200
173,2006-09-29,33.91,37.82,33.0,34.66,14377900
174,2006-08-31,37.33,40.2,33.59,33.75,15201900
175,2006-07-31,36.55,40.3,33.86,37.32,12645900
176,2006-06-30,38.06,38.51,33.35,36.55,14116500
177,2006-05-31,44.75,45.25,37.72,38.06,7457300
178,2006-04-28,42.02,45.43,39.69,44.89,8180600
179,2006-03-31,40.71,42.88,38.95,42.02,6206800
180,2006-02-28,41.25,41.55,39.4,40.71,7007400
181,2006-01-31,36.78,42.78,36.49,42.51,14687100
182,2005-12-30,37.55,39.05,36.5,36.53,7742700
183,2005-11-30,33.7,39.23,32.59,37.3,9912400
184,2005-10-31,31.35,34.3,28.5,33.82,11909700
185,2005-09-30,32.04,33.56,30.35,31.35,6957700
186,2005-08-31,33.0,34.0,31.26,32.22,8018500
187,2005-07-29,33.51,34.5,32.42,33.0,13730900
188,2005-06-30,31.33,34.15,31.1412,33.51,6716200
189,2005-05-31,30.13,32.56,29.36,31.2,7721700
190,2005-04-29,32.2,32.91,29.66,30.13,14180300
191,2005-03-31,35.14,35.75,31.76,32.0,8129400
192,2005-02-28,35.24,37.18,34.4,35.14,4417300
193,2005-01-31,40.02,40.19,34.73,35.24,7399300
194,2004-12-31,39.4,40.74,37.05,40.02,5438900
195,2004-11-30,38.2,42.77,37.62,39.45,8332200
196,2004-10-29,34.8,38.1,33.35,38.09,9398100
197,2004-09-30,35.77,38.45,34.37,34.75,5790500
198,2004-08-31,36.9,37.0,33.49,35.74,5821200
199,2004-07-30,35.91,37.46,33.55,37.15,8239800
200,2004-06-30,38.95,39.06,34.64,35.91,12234500
201,2004-05-28,41.45,42.26,37.531,38.97,6284700
202,2004-04-30,41.3,42.93,39.28,41.57,6475600
203,2004-03-31,43.85,46.2,40.4,41.26,4376800
204,2004-02-27,43.74,45.15,42.51,43.47,3212000
205,2004-01-30,41.85,46.65,40.48,43.7,5532000
206,2003-12-31,40.7,42.66,39.83,41.88,3799400
207,2003-11-28,36.8,41.54,36.73,40.7,4953400
208,2003-10-31,36.0,38.42,35.3,36.8,4875100
209,2003-09-30,38.55,39.73,35.93,36.0,3532200
210,2003-08-29,35.54,38.75,34.09,38.71,3584500
211,2003-07-31,34.91,36.1,33.77,35.54,5756800
212,2003-06-30,35.63,37.7,34.62,35.16,5177000
213,2003-05-30,33.68,35.68,31.8,35.63,4589400
214,2003-04-30,29.43,34.05,29.06,33.68,5735900
215,2003-03-31,28.0,31.7,27.14,29.43,8059100
216,2003-02-28,31.5,31.56,27.96,29.07,6101100
217,2003-01-31,34.5,35.98,30.77,31.55,9349500
218,2002-12-31,37.55,38.7,34.03,34.37,4144800
219,2002-11-29,32.05,38.44,31.33,37.35,4172000
220,2002-10-31,32.36,33.14,27.15,32.05,10602600
221,2002-09-30,33.9,36.93,30.94,32.36,7162800
222,2002-08-30,31.25,36.14,28.75,33.98,7078900
223,2002-07-31,35.1,35.35,28.51,31.22,8304200
224,2002-06-28,38.06,38.5,34.45,34.85,3854000
225,2002-05-31,40.5,42.2,37.75,38.05,2945300
226,2002-04-30,37.9,41.89,36.27,41.21,5797100
227,2002-03-28,40.53,42.15,35.8,38.06,5927000
228,2002-02-28,40.13,41.1,36.0,40.53,3969500
229,2002-01-31,41.6,43.45,37.55,39.88,4718800
230,2001-12-31,36.7,42.3,36.12,41.59,4299500
231,2001-11-30,31.6,39.37,31.6,36.88,5217500
232,2001-10-31,27.25,35.13,26.7,32.01,6650600
233,2001-09-28,35.4,36.13,26.51,27.5,7791900
234,2001-08-31,37.51,38.42,33.4,35.3,5053400
235,2001-07-31,33.8,38.1,33.61,37.51,3985600
236,2001-06-29,36.71,37.69,32.5,32.5,6783300
237,2001-05-31,35.6,38.1,35.5,36.71,4404900
238,2001-04-30,33.78,37.75,32.65,35.5,3719600
239,2001-03-30,33.96,35.66,30.8,33.78,4575100
240,2001-02-28,36.77,39.52,32.5,33.96,5692400
241,2001-01-31,33.38,37.25,30.69,36.77,5750700
242,2000-12-29,27.69,33.75,26.44,33.5,5124800
243,2000-11-30,29.0,29.81,26.69,27.19,2143700
244,2000-10-31,28.38,29.38,23.88,29.25,5370100
245,2000-09-29,27.13,29.94,25.75,28.31,3516200
246,2000-08-31,25.69,31.94,25.56,26.94,5159000
247,2000-07-31,24.25,28.5,24.25,25.5,4033700
248,2000-06-30,23.38,26.5,22.5,24.0,7311900
249,2000-05-31,26.5,28.0,23.88,24.0,8338500
250,2000-04-28,25.25,29.25,23.94,26.69,5387300
251,2000-03-31,23.25,28.31,21.75,25.0,6379100
252,2000-02-29,24.88,24.94,20.5,23.31,6126500
253,2000-01-31,32.25,32.25,24.5,25.0,9053800
254,1999-12-31,33.5,33.69,28.94,32.06,4301500
