,timestamp,open,high,low,close,volume
0,2021-02-25,38.83,42.86,38.58,41.41,3702255
1,2021-01-29,38.97,41.6,37.7,38.64,4635178
2,2020-12-31,37.5,40.36,37.02,38.91,5516707
3,2020-11-30,33.19,39.06,32.9001,37.04,4823280
4,2020-10-30,34.87,36.84,32.01,33.01,5127717
5,2020-09-30,36.34,38.32,33.17,34.86,6320549
6,2020-08-31,36.99,39.5,35.17,36.49,5683162
7,2020-07-31,38.0,39.73,35.95,37.15,5949297
8,2020-06-30,36.84,43.75,34.95,37.67,8470302
9,2020-05-29,34.59,39.18,31.02,36.81,7766777
10,2020-04-30,29.0,37.79,26.15,35.6,8144196
11,2020-03-31,45.51,48.99,24.49,30.9,13050916
12,2020-02-28,46.25,50.5,43.46,44.83,4729985
13,2020-01-31,45.14,47.4,43.78,46.16,4640138
14,2019-12-31,46.88,47.95,43.38,44.77,6149770
15,2019-11-29,52.1,52.8,45.22,46.81,4739778
16,2019-10-31,51.36,53.04,50.21,51.85,4558729
17,2019-09-30,48.73,51.93,48.68,51.22,3790279
18,2019-08-30,46.14,49.91,44.59,48.8,3593372
19,2019-07-31,45.96,47.88,45.0,46.09,3817013
20,2019-06-28,45.0,47.48,43.86,45.66,5556977
21,2019-05-31,45.18,46.54,44.2,44.75,3930909
22,2019-04-30,45.86,46.31,42.82,45.06,4193482
23,2019-03-29,44.39,46.44,42.31,45.8,4808787
24,2019-02-28,47.5,48.13,44.41,44.42,3227458
25,2019-01-31,41.32,47.48,40.11,47.44,3707841
26,2018-12-31,46.61,47.07,40.3,41.68,4998410
27,2018-11-30,42.85,46.57,41.94,46.44,4929087
28,2018-10-31,44.13,45.01,41.81,42.77,4352263
29,2018-09-28,46.5,46.54,42.97,44.11,2782096
30,2018-08-31,41.86,46.47,41.43,46.45,3439660
31,2018-07-31,42.73,44.06,40.76,42.17,4001567
32,2018-06-29,41.2,43.06,40.95,42.74,5237509
33,2018-05-31,36.1,41.36,36.1,41.14,6239286
34,2018-04-30,38.02,38.31,34.46,36.15,6156565
35,2018-03-29,36.99,40.09,36.17,38.0,6342397
36,2018-02-28,40.85,41.24,36.9,36.95,5635878
37,2018-01-31,43.66,44.07,39.9,40.98,5582627
38,2017-12-29,46.0,47.39,43.21,43.55,4205158
39,2017-11-30,46.55,49.59,45.56,45.84,5106490
40,2017-10-31,46.93,47.7,45.67,46.51,3401493
41,2017-09-29,48.6,49.55,46.0,46.98,4470847
42,2017-08-31,51.74,51.84,46.0,48.63,4921308
43,2017-07-31,51.67,52.85,49.46,51.64,3613226
44,2017-06-30,48.13,52.2542,47.77,51.39,5210040
45,2017-05-31,47.8,49.6,45.63,48.2,4200542
46,2017-04-28,47.88,49.78,47.61,47.84,3086531
47,2017-03-31,48.21,48.295,44.92,47.9,4599551
48,2017-02-28,46.53,48.65,45.1,48.24,4693775
49,2017-01-31,47.31,47.85,46.1446,46.67,4729762
50,2016-12-30,44.96,47.87,43.91,46.98,5226871
51,2016-11-30,49.76,49.825,43.166,45.46,5567844
52,2016-10-31,51.77,52.05,48.0,50.11,3327949
53,2016-09-30,51.9,54.2,49.83,51.99,3725595
54,2016-08-31,53.45,53.8526,51.126,51.92,4244949
55,2016-07-29,51.97,54.001,51.46,53.53,3547847
56,2016-06-30,46.6,51.74,46.5464,51.73,7075394
57,2016-05-31,46.39,48.76,45.33,46.62,4816070
58,2016-04-29,45.12,47.2,44.9,46.39,3121897
59,2016-03-31,44.61,45.79,43.52,45.24,6188155
60,2016-02-29,44.36,46.29,40.55,44.44,5313284
61,2016-01-29,42.99,45.6,42.506,44.53,4863758
62,2015-12-31,42.7,43.9095,41.17,43.14,4893869
63,2015-11-30,42.75,43.7,40.02,42.63,3960399
64,2015-10-30,42.77,44.84,41.965,42.85,3684022
65,2015-09-30,40.3,43.31,38.64,42.67,4797084
66,2015-08-31,43.88,44.56,40.69,40.79,4723904
67,2015-07-31,41.95,44.7708,41.17,43.87,4463989
68,2015-06-30,42.16,43.1,40.7,41.6,5034152
69,2015-05-29,43.71,43.9,41.34,42.09,3539469
70,2015-04-30,46.07,46.98,43.26,43.46,4603478
71,2015-03-31,44.81,46.4,41.4206,46.0,3738863
72,2015-02-27,46.78,46.82,43.76,44.63,3067575
73,2015-01-30,43.25,48.85,43.17,46.92,3905660
74,2014-12-31,41.8,44.49,40.17,43.17,4012161
75,2014-11-28,41.96,42.64,40.39,41.79,2345933
76,2014-10-31,36.99,42.39,36.745,41.94,4107429
77,2014-09-30,40.93,41.25,36.77,36.89,3184089
78,2014-08-29,38.47,41.17,38.18,40.95,2759900
79,2014-07-31,39.11,40.34,38.33,38.33,3366000
80,2014-06-30,39.86,41.0678,38.35,39.04,3644900
81,2014-05-30,38.58,40.45,38.05,39.74,3886040
82,2014-04-30,37.73,39.27,36.46,38.63,4719600
83,2014-03-31,37.6,39.31,36.84,37.63,3296700
84,2014-02-28,37.87,38.15,36.08,37.68,4050400
85,2014-01-31,35.34,38.47,34.77,37.95,5734900
86,2013-12-31,38.41,38.41,34.88,35.39,3884600
87,2013-11-29,39.37,40.58,37.91,38.51,3025400
88,2013-10-31,38.09,40.68,36.52,39.45,3110700
89,2013-09-30,35.82,38.99,34.8,37.98,2255000
90,2013-08-30,38.91,39.86,34.3,35.43,2270300
91,2013-07-31,39.43,41.84,37.84,38.67,2739600
92,2013-06-28,41.63,42.89,36.12,39.05,4398200
93,2013-05-31,46.51,48.69,41.48,41.61,7319200
94,2013-04-30,40.7,46.76,40.33,46.5,4383900
95,2013-03-28,38.47,40.8,38.47,40.73,2377800
96,2013-02-28,37.51,39.18,36.8373,38.57,2806400
97,2013-01-31,35.85,37.42,35.58,37.24,3405800
98,2012-12-31,32.92,35.32,32.4,35.19,3067700
99,2012-11-30,33.06,33.9,30.41,32.72,2705900
100,2012-10-31,31.92,33.35,31.41,33.01,3167600
101,2012-09-28,33.8,34.73,31.59,31.85,3115700
102,2012-08-31,35.81,36.12,32.44,33.74,3989100
103,2012-07-31,36.33,37.93,35.15,35.7,4506000
104,2012-06-29,31.79,36.42,31.3,36.28,4194400
105,2012-05-31,33.34,33.62,31.27,32.27,3668300
106,2012-04-30,32.0,33.63,30.95,33.28,2948700
107,2012-03-30,31.05,32.2,30.11,32.0,3212500
108,2012-02-29,32.0,32.86,30.38,30.86,2801800
109,2012-01-31,31.57,32.249,30.62,31.95,3540800
110,2011-12-30,28.64,31.38,28.3596,30.86,3423500
111,2011-11-30,27.39,29.51,26.85,28.75,3662600
112,2011-10-31,25.2,28.83,23.75,28.36,4295600
113,2011-09-30,26.99,27.91,25.11,25.32,5520900
114,2011-08-31,26.56,27.09,20.4,26.99,6195400
115,2011-07-29,27.82,28.87,26.58,27.15,3052100
116,2011-06-30,29.34,29.64,26.5,27.82,3816600
117,2011-05-31,29.5,29.68,28.19,29.52,3078500
118,2011-04-29,28.36,30.16,28.25,29.42,3960100
119,2011-03-31,29.39,29.48,27.07,28.34,5707600
120,2011-02-28,27.44,29.435,27.0,29.22,1672900
121,2011-01-31,28.26,28.69,27.11,27.34,1962936
122,2010-12-31,27.35,28.5699,26.35,28.08,3101000
123,2010-11-30,28.02,28.69,26.61,26.99,2477900
124,2010-10-29,25.78,28.73,25.37,27.85,3476175
125,2010-09-30,25.06,26.07,24.56,25.52,3125800
126,2010-08-31,24.95,25.85,23.988,24.68,3326000
127,2010-07-30,24.28,25.75,22.85,24.65,4358600
128,2010-06-30,25.63,26.85,23.12,24.27,4139700
129,2010-05-28,28.12,28.5,24.01,25.69,3890100
